/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000941.png,"[[592, 432], [589, 423], [586, 416], [584, 407], [582, 402]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000942.png,"[[597, 439], [594, 430], [591, 420], [589, 414], [583, 403]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000943.png,"[[596, 440], [594, 429], [592, 423], [585, 411], [582, 403]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000944.png,"[[597, 437], [595, 431], [588, 417], [585, 409], [583, 402]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000945.png,"[[597, 443], [590, 429], [587, 420], [585, 413], [582, 407]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000946.png,"[[592, 434], [589, 425], [587, 417], [584, 410], [580, 401]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000947.png,"[[596, 439], [594, 429], [591, 422], [587, 411], [586, 406]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000948.png,"[[597, 439], [594, 431], [590, 420], [589, 414], [586, 399]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000949.png,"[[596, 441], [593, 428], [591, 422], [588, 406], [587, 401]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000950.png,"[[595, 436], [594, 429], [591, 412], [590, 406], [587, 402]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000951.png,"[[598, 441], [595, 422], [594, 415], [591, 410], [587, 397]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000952.png,"[[597, 428], [595, 422], [593, 416], [588, 402], [585, 394]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000953.png,"[[598, 442], [595, 435], [591, 419], [588, 410], [584, 404]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000954.png,"[[597, 442], [592, 425], [589, 415], [585, 409], [581, 402]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000955.png,"[[595, 431], [591, 420], [587, 413], [584, 406], [580, 402]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000956.png,"[[596, 437], [592, 429], [588, 421], [584, 416], [573, 405]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000957.png,"[[595, 441], [591, 432], [588, 427], [576, 415], [571, 408]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000958.png,"[[595, 440], [592, 434], [580, 421], [575, 414], [570, 407]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000959.png,"[[596, 443], [584, 430], [579, 422], [574, 414], [569, 410]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000960.png,"[[587, 435], [582, 426], [577, 418], [572, 414], [567, 410]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000961.png,"[[594, 439], [588, 430], [583, 425], [578, 420], [565, 406]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000962.png,"[[594, 439], [589, 433], [583, 429], [570, 413], [564, 405]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000963.png,"[[594, 444], [588, 439], [575, 422], [569, 413], [562, 409]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000964.png,"[[593, 444], [580, 426], [573, 417], [567, 412], [562, 405]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000965.png,"[[586, 430], [579, 420], [572, 415], [567, 408], [563, 402]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000966.png,"[[592, 438], [585, 432], [579, 424], [575, 417], [568, 402]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000967.png,"[[592, 443], [586, 434], [582, 426], [574, 411], [570, 404]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000968.png,"[[594, 440], [589, 432], [581, 415], [577, 408], [574, 401]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000969.png,"[[595, 441], [587, 423], [583, 416], [580, 408], [573, 399]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000970.png,"[[592, 430], [588, 422], [584, 414], [578, 405], [574, 397]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000971.png,"[[595, 440], [592, 431], [585, 420], [581, 412], [574, 401]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000972.png,"[[596, 439], [589, 427], [585, 418], [578, 407], [572, 397]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000973.png,"[[593, 437], [588, 427], [581, 415], [575, 406], [572, 400]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000974.png,"[[595, 438], [587, 424], [582, 412], [578, 406], [575, 402]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000975.png,"[[592, 434], [586, 422], [582, 416], [579, 411], [576, 405]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000976.png,"[[593, 435], [590, 428], [587, 422], [583, 415], [579, 410]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000977.png,"[[596, 441], [593, 435], [589, 426], [585, 420], [579, 411]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000978.png,"[[596, 443], [592, 433], [588, 427], [582, 418], [574, 405]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000979.png,"[[596, 439], [592, 433], [586, 422], [577, 409], [573, 403]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000980.png,"[[595, 442], [589, 431], [580, 417], [576, 411], [573, 407]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000981.png,"[[593, 437], [584, 422], [580, 415], [577, 412], [571, 403]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000982.png,"[[590, 432], [586, 424], [582, 420], [576, 410], [573, 405]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000983.png,"[[595, 441], [592, 436], [585, 424], [582, 418], [578, 411]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000984.png,"[[596, 444], [590, 432], [587, 425], [583, 417], [581, 413]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000985.png,"[[593, 436], [590, 429], [586, 421], [585, 416], [579, 408]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000986.png,"[[596, 441], [592, 431], [591, 426], [585, 417], [581, 413]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000987.png,"[[595, 439], [594, 433], [588, 424], [584, 418], [580, 413]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000988.png,"[[598, 443], [593, 432], [588, 426], [584, 420], [580, 416]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000989.png,"[[593, 437], [589, 431], [585, 424], [581, 420], [579, 417]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000990.png,"[[595, 442], [590, 435], [586, 430], [584, 427], [579, 419]]"
/home/biondibazzanti/ds-turn/train/seq1/,/home/biondibazzanti/ds-turn/train/seq1/left/left000991.png,"[[595, 441], [591, 436], [588, 432], [583, 424], [579, 419]]"
